,Source_Port,Destination_Port,NAT_Source_Port,NAT_Destination_Port,Action,Bytes,Bytes_Sent,Bytes_Received,Packets,Elapsed_Time_(sec),pkts_sent,pkts_received
2578,42947,443,14067,443,allow,11377,7703,3674,26,161,19,7
2579,50548,443,50022,443,allow,9277,2865,6412,31,200,18,13
2580,61920,53,61920,53,allow,298,114,184,2,30,1,1
2581,52686,53,56390,53,allow,199,94,105,2,30,1,1
2582,57409,53,41368,53,allow,232,94,138,2,30,1,1
2583,56982,53,26329,53,allow,193,94,99,2,30,1,1
2584,49264,443,65214,443,allow,2424,258,2166,9,120,4,5
2585,58955,80,51848,80,allow,3037,2276,761,12,28,7,5
2586,39994,80,39994,80,allow,2919,1492,1427,10,15,6,4
2587,51129,80,6520,80,allow,2794,2075,719,15,30,9,6
2588,52243,35643,17676,35643,allow,70,70,0,2,6,2,0
2589,57038,53,63930,53,allow,194,102,92,2,33,1,1
2590,9337,443,53921,443,allow,428,128,300,8,47,3,5
2591,49216,53,56828,53,allow,274,94,180,2,30,1,1
2592,55836,53,6468,53,allow,177,94,83,2,30,1,1
2593,56678,53,49059,53,allow,240,110,130,2,30,1,1
2594,55478,53,56587,53,allow,177,94,83,2,30,1,1
2595,56822,53,60070,53,allow,184,94,90,2,30,1,1
2596,57384,53,57923,53,allow,228,110,118,2,30,1,1
2597,49821,53,3854,53,allow,265,94,171,2,30,1,1
2598,56147,53,61785,53,allow,258,110,148,2,30,1,1
2599,57422,53,42352,53,allow,198,102,96,2,30,1,1
2600,49356,53,31993,53,allow,763,102,661,2,31,1,1
2601,42727,443,63558,443,allow,4813,970,3843,12,135,6,6
2602,57575,443,3355,443,allow,707158,36853,670305,902,148,310,592
2603,57269,53,5905,53,allow,183,94,89,2,30,1,1
2604,64128,53,31311,53,allow,193,102,91,2,31,1,1
2605,49710,443,63933,443,allow,7691,1797,5894,22,137,12,10
2606,56020,53,55046,53,allow,168,86,82,2,30,1,1
2607,56506,53,36137,53,allow,227,102,125,2,30,1,1
2608,55478,53,54641,53,allow,177,94,83,2,30,1,1
2609,49969,53,53673,53,allow,789,102,687,2,30,1,1
2610,56863,53,12002,53,allow,177,94,83,2,31,1,1
2611,56397,53,11047,53,allow,179,94,85,2,30,1,1
2612,51173,443,28678,443,allow,13341,4805,8536,88,378,42,46
2613,6881,6881,38605,6881,allow,502,150,352,2,1199,1,1
2614,48817,27294,48817,27294,allow,150,150,0,1,1200,1,0
2615,56942,53,10682,53,allow,177,94,83,2,31,1,1
2616,34014,80,56105,80,allow,1951,731,1220,11,150,6,5
2617,57470,36670,48397,36670,allow,3570,1126,2444,28,1465,16,12
2618,56020,53,24675,53,allow,168,86,82,2,31,1,1
2619,56439,53,35642,53,allow,198,102,96,2,31,1,1
2620,49224,53,51489,53,allow,199,102,97,2,34,1,1
2621,37672,5223,15708,5223,allow,110,110,0,1,5,1,0
2622,57269,53,43829,53,allow,183,94,89,2,30,1,1
2623,64095,1976,59947,1976,allow,66,66,0,2,8,2,0
2624,64098,10096,39565,10096,allow,66,66,0,2,8,2,0
2625,55058,443,16741,443,allow,12435,4022,8413,27,62,15,12
2626,49245,80,49245,80,allow,378,180,198,7,54,4,3
2627,64094,1024,11634,1024,allow,66,66,0,2,8,2,0
2628,57426,443,14949,443,allow,832,268,564,14,37,5,9
2629,59845,15503,0,0,deny,66,66,0,1,0,1,0
2630,45964,2225,0,0,deny,60,60,0,1,0,1,0
2631,3986,17372,0,0,deny,66,66,0,1,0,1,0
2632,61963,6881,0,0,deny,146,146,0,1,0,1,0
2633,55082,445,0,0,deny,70,70,0,1,0,1,0
2634,55081,445,0,0,deny,70,70,0,1,0,1,0
2635,55075,445,0,0,deny,70,70,0,1,0,1,0
2636,55067,445,0,0,deny,70,70,0,1,0,1,0
2637,25565,1726,0,0,deny,60,60,0,1,0,1,0
2640,51922,44847,0,0,deny,62,62,0,1,0,1,0
2641,50466,445,0,0,deny,66,66,0,1,0,1,0
2642,50465,445,0,0,deny,66,66,0,1,0,1,0
2643,50463,445,0,0,deny,66,66,0,1,0,1,0
2644,50377,445,0,0,deny,70,70,0,1,0,1,0
2646,59068,49813,0,0,deny,70,70,0,1,0,1,0
2647,55393,44512,0,0,deny,66,66,0,1,0,1,0
2648,50354,56205,0,0,deny,66,66,0,1,0,1,0
2651,50372,445,0,0,deny,70,70,0,1,0,1,0
2652,55063,445,0,0,deny,70,70,0,1,0,1,0
2653,19718,37965,0,0,deny,66,66,0,1,0,1,0
2654,55059,445,0,0,deny,70,70,0,1,0,1,0
2655,55055,445,0,0,deny,70,70,0,1,0,1,0
2656,55056,445,0,0,deny,70,70,0,1,0,1,0
2660,49220,22,0,0,deny,60,60,0,1,0,1,0
2661,26124,56205,0,0,deny,146,146,0,1,0,1,0
2662,50367,445,0,0,deny,70,70,0,1,0,1,0
2663,65287,36829,0,0,deny,146,146,0,1,0,1,0
2664,1025,57470,0,0,deny,62,62,0,1,0,1,0
2665,50366,445,0,0,deny,70,70,0,1,0,1,0
2666,47632,25174,0,0,deny,146,146,0,1,0,1,0
2667,25679,27189,0,0,deny,62,62,0,1,0,1,0
2668,50364,445,0,0,deny,70,70,0,1,0,1,0
2670,10306,44847,0,0,deny,62,62,0,1,0,1,0
2671,55045,445,0,0,deny,70,70,0,1,0,1,0
2672,55044,445,0,0,deny,70,70,0,1,0,1,0
2673,55039,445,0,0,deny,70,70,0,1,0,1,0
2674,54280,3398,0,0,deny,60,60,0,1,0,1,0
2675,34086,25174,0,0,deny,66,66,0,1,0,1,0
2676,40086,22114,0,0,deny,146,146,0,1,0,1,0
2677,3576,8305,0,0,deny,145,145,0,1,0,1,0
2678,50453,445,0,0,deny,66,66,0,1,0,1,0
2679,1814,62413,0,0,deny,66,66,0,1,0,1,0
2681,48258,37965,0,0,deny,62,62,0,1,0,1,0
2682,51356,22114,0,0,deny,62,62,0,1,0,1,0
2683,45908,33330,0,0,deny,60,60,0,1,0,1,0
2684,50357,445,0,0,deny,70,70,0,1,0,1,0
2686,50355,445,0,0,deny,70,70,0,1,0,1,0
2688,55038,445,0,0,deny,70,70,0,1,0,1,0
2689,50354,445,0,0,deny,70,70,0,1,0,1,0
2690,55037,445,0,0,deny,70,70,0,1,0,1,0
2691,50353,445,0,0,deny,70,70,0,1,0,1,0
2692,50352,445,0,0,deny,70,70,0,1,0,1,0
2693,64605,25174,0,0,deny,66,66,0,1,0,1,0
2694,50346,445,0,0,deny,70,70,0,1,0,1,0
2695,50347,445,0,0,deny,70,70,0,1,0,1,0
2696,57726,37965,0,0,deny,62,62,0,1,0,1,0
2698,61085,37965,0,0,deny,62,62,0,1,0,1,0
2699,56688,25174,0,0,deny,66,66,0,1,0,1,0
2700,50436,445,0,0,deny,66,66,0,1,0,1,0
2701,50437,445,0,0,deny,66,66,0,1,0,1,0
2705,3410,17372,0,0,deny,62,62,0,1,0,1,0
2706,58724,43890,0,0,deny,66,66,0,1,0,1,0
2707,50334,445,0,0,deny,70,70,0,1,0,1,0
2708,59965,36237,0,0,deny,62,62,0,1,0,1,0
2709,50333,445,0,0,deny,70,70,0,1,0,1,0
2711,50331,445,0,0,deny,70,70,0,1,0,1,0
2714,46842,25174,0,0,deny,146,146,0,1,0,1,0
2715,50324,445,0,0,deny,70,70,0,1,0,1,0
2716,50323,445,0,0,deny,70,70,0,1,0,1,0
2718,55027,445,0,0,deny,70,70,0,1,0,1,0
2719,55026,445,0,0,deny,70,70,0,1,0,1,0
2720,55024,445,0,0,deny,70,70,0,1,0,1,0
2721,55020,445,0,0,deny,70,70,0,1,0,1,0
2722,3406,17372,0,0,deny,62,62,0,1,0,1,0
2723,31410,25174,0,0,deny,146,146,0,1,0,1,0
2724,4545,1900,0,0,deny,136,136,0,1,0,1,0
2726,44774,22114,0,0,deny,146,146,0,1,0,1,0
2727,50432,445,0,0,deny,66,66,0,1,0,1,0
2728,44774,22114,0,0,deny,62,62,0,1,0,1,0
2729,39586,22114,0,0,deny,66,66,0,1,0,1,0
2731,4323,64147,0,0,deny,66,66,0,1,0,1,0
2732,50426,445,0,0,deny,66,66,0,1,0,1,0
2733,50427,445,0,0,deny,66,66,0,1,0,1,0
2734,50425,445,0,0,deny,66,66,0,1,0,1,0
2735,50422,445,0,0,deny,66,66,0,1,0,1,0
2736,50421,445,0,0,deny,66,66,0,1,0,1,0
2737,50418,445,0,0,deny,66,66,0,1,0,1,0
2738,50415,445,0,0,deny,66,66,0,1,0,1,0
2740,63593,22114,0,0,deny,62,62,0,1,0,1,0
2741,58129,26467,0,0,deny,62,62,0,1,0,1,0
2742,55010,445,0,0,deny,70,70,0,1,0,1,0
2743,50312,445,0,0,deny,70,70,0,1,0,1,0
2744,55008,445,0,0,deny,70,70,0,1,0,1,0
2745,55006,445,0,0,deny,70,70,0,1,0,1,0
2746,55004,445,0,0,deny,70,70,0,1,0,1,0
2749,50308,445,0,0,deny,70,70,0,1,0,1,0
2750,60416,37965,0,0,deny,66,66,0,1,0,1,0
2753,55003,445,0,0,deny,70,70,0,1,0,1,0
2754,54997,445,0,0,deny,70,70,0,1,0,1,0
2755,54996,445,0,0,deny,70,70,0,1,0,1,0
2756,64808,62413,0,0,deny,66,66,0,1,0,1,0
2757,61802,23,0,0,deny,60,60,0,1,0,1,0
2758,50409,445,0,0,deny,66,66,0,1,0,1,0
2759,43155,35440,0,0,deny,62,62,0,1,0,1,0
2760,54995,445,0,0,deny,70,70,0,1,0,1,0
2761,34335,23,0,0,deny,60,60,0,1,0,1,0
2762,17171,22114,0,0,deny,66,66,0,1,0,1,0
2763,50298,445,0,0,deny,70,70,0,1,0,1,0
2764,50297,445,0,0,deny,70,70,0,1,0,1,0
2765,50299,445,0,0,deny,70,70,0,1,0,1,0
2766,50407,445,0,0,deny,66,66,0,1,0,1,0
2768,50293,445,0,0,deny,70,70,0,1,0,1,0
2770,24160,37807,0,0,deny,62,62,0,1,0,1,0
2771,50405,445,0,0,deny,66,66,0,1,0,1,0
2772,50403,445,0,0,deny,66,66,0,1,0,1,0
2773,64737,53,51522,53,allow,757,98,659,2,0,1,1
2774,50291,445,0,0,deny,70,70,0,1,0,1,0
2775,11101,22114,0,0,deny,146,146,0,1,0,1,0
2776,44528,5900,0,0,deny,60,60,0,1,0,1,0
2778,50402,445,0,0,deny,66,66,0,1,0,1,0
2779,30129,37965,0,0,deny,72,72,0,1,0,1,0
2780,0,0,0,0,allow,124,64,60,2,0,1,1
2782,56906,50584,0,0,deny,62,62,0,1,0,1,0
2783,59031,25174,0,0,deny,62,62,0,1,0,1,0
2785,6778,50584,0,0,deny,66,66,0,1,0,1,0
2786,12632,25174,0,0,deny,146,146,0,1,0,1,0
2787,54990,445,0,0,deny,70,70,0,1,0,1,0
2788,35507,15503,0,0,deny,62,62,0,1,0,1,0
2789,25363,22114,0,0,deny,66,66,0,1,0,1,0
2790,54981,445,0,0,deny,70,70,0,1,0,1,0
2791,54977,445,0,0,deny,70,70,0,1,0,1,0
2793,50285,445,0,0,deny,70,70,0,1,0,1,0
2799,50391,445,0,0,deny,66,66,0,1,0,1,0
2802,50277,445,0,0,deny,70,70,0,1,0,1,0
2803,50407,62413,0,0,deny,62,62,0,1,0,1,0
2804,59822,56205,0,0,deny,62,62,0,1,0,1,0
2805,50274,445,0,0,deny,70,70,0,1,0,1,0
2806,57613,42707,0,0,deny,66,66,0,1,0,1,0
2807,53985,30188,0,0,deny,66,66,0,1,0,1,0
2808,59345,25174,0,0,deny,62,62,0,1,0,1,0
2811,50383,445,0,0,deny,66,66,0,1,0,1,0
2814,54967,445,0,0,deny,70,70,0,1,0,1,0
2815,8080,37965,0,0,deny,62,62,0,1,0,1,0
2817,50270,445,0,0,deny,70,70,0,1,0,1,0
2818,6999,2310,0,0,deny,143,143,0,1,0,1,0
2819,50269,445,0,0,deny,70,70,0,1,0,1,0
2820,59076,25174,0,0,deny,62,62,0,1,0,1,0
2821,50381,445,0,0,deny,66,66,0,1,0,1,0
2822,18398,21247,0,0,deny,66,66,0,1,0,1,0
2823,23310,22114,0,0,deny,62,62,0,1,0,1,0
2825,7561,43890,0,0,deny,62,62,0,1,0,1,0
2826,50265,445,0,0,deny,70,70,0,1,0,1,0
2827,50372,445,0,0,deny,66,66,0,1,0,1,0
2830,64797,53,54337,53,allow,182,93,89,2,30,1,1
2831,52892,443,17240,443,allow,41925,30922,11003,68,186,38,30
2832,49685,80,12171,80,allow,1548,847,701,10,16,5,5
2833,49240,8080,49240,8080,allow,22799,6835,15964,35,56,20,15
2834,57571,443,57571,443,allow,881747,19604,862143,728,175,144,584
2835,55727,43736,4643,43736,allow,70,70,0,2,8,2,0
2836,49243,80,49243,80,allow,378,180,198,7,53,4,3
2837,49238,8080,49238,8080,allow,378,180,198,7,53,4,3
2838,49242,80,49242,80,allow,378,180,198,7,53,4,3
2839,57572,443,57572,443,allow,181333,21870,159463,187,175,65,122
2840,49272,53,7753,53,allow,196,100,96,2,30,1,1
2841,55095,53,54084,53,allow,783,96,687,2,30,1,1
2842,50630,53,37346,53,allow,754,94,660,2,30,1,1
2843,56368,53,19580,53,allow,711,87,624,2,30,1,1
2844,60494,33709,52651,33709,allow,504,318,186,8,16,5,3
2845,52240,52893,59916,52893,allow,70,70,0,2,6,2,0
2846,52194,22674,61715,22674,allow,66,66,0,1,5,1,0
2847,1380,53,1380,53,allow,235,90,145,2,32,1,1
2848,64099,55470,5838,55470,allow,66,66,0,2,8,2,0
2849,27296,443,26053,443,allow,10243,1659,8584,29,83,13,16
2850,56795,443,62237,443,allow,8021,2001,6020,20,15,11,9
2851,55893,53,33227,53,allow,267,94,173,4,56,2,2
2852,55072,53,45639,53,allow,170,87,83,2,31,1,1
2853,57134,53,30351,53,allow,190,97,93,2,30,1,1
2854,3755,443,3755,443,allow,12079,1344,10735,24,17,10,14
2855,31925,53,31925,53,allow,237,91,146,2,33,1,1
2856,56794,443,16368,443,allow,8073,2053,6020,20,15,11,9
2857,55526,53,26801,53,allow,749,94,655,2,30,1,1
2858,64128,53,32109,53,allow,186,95,91,2,30,1,1
2859,43212,443,25002,443,allow,7476,2192,5284,27,316,13,14
2860,26831,443,14363,443,allow,7283,2586,4697,22,19,11,11
2861,49239,8080,49239,8080,allow,378,180,198,7,53,4,3
2862,53984,57077,13402,57077,allow,70,70,0,2,8,2,0
2863,57436,53,31842,53,allow,182,93,89,2,30,1,1
2864,50600,53,50600,53,allow,257,101,156,2,34,1,1
2865,26742,53,26742,53,allow,237,91,146,2,33,1,1
2866,57120,53,16635,53,allow,761,100,661,2,30,1,1
2867,5643,53,5643,53,allow,237,91,146,2,33,1,1
2868,47042,443,19544,443,allow,2809,1884,925,19,25,11,8
2869,57139,53,57139,53,allow,235,90,145,2,32,1,1
2870,55642,53,4187,53,allow,711,87,624,2,30,1,1
2871,55633,53,54670,53,allow,816,97,719,2,30,1,1
2872,60860,443,28548,443,allow,11687,2565,9122,46,66,25,21
2873,49686,80,54142,80,allow,2611,1811,800,13,15,7,6
2874,56688,53,38230,53,allow,192,98,94,2,30,1,1
2875,56796,443,60351,443,allow,8074,2054,6020,20,15,11,9
2876,58035,53,58035,53,allow,237,91,146,2,32,1,1
2877,64092,14447,3904,14447,allow,66,66,0,2,8,2,0
2878,50819,443,24202,443,allow,11217,3882,7335,42,164,19,23
2879,52203,1024,52908,1024,allow,136,136,0,3,14,3,0
2880,43032,443,42506,443,allow,2940,1721,1219,17,361,9,8
2881,64779,53,1103,53,allow,810,108,702,2,30,1,1
2882,56793,443,4192,443,allow,8022,2002,6020,20,16,11,9
2883,39683,443,12229,443,allow,101895,6430,95465,152,175,66,86
2884,56487,53,25181,53,allow,788,108,680,2,31,1,1
2885,32299,40019,6627,40019,allow,261,175,86,2,31,1,1
2886,49364,53,25963,53,allow,307,307,0,4,61,4,0
2887,51848,443,16596,443,allow,5788,3446,2342,22,135,11,11
2888,57470,1500,26703,1500,allow,528,528,0,9,1200,9,0
2889,55025,53,8549,53,allow,93,93,0,1,31,1,0
2890,56424,53,11596,53,allow,170,87,83,2,31,1,1
2891,56163,53,27486,53,allow,188,96,92,2,31,1,1
2892,56020,53,48606,53,allow,168,86,82,2,31,1,1
2893,55617,53,30754,53,allow,212,108,104,2,31,1,1
2894,49929,53,57396,53,allow,212,108,104,2,31,1,1
2895,6882,30499,61301,30499,allow,150,150,0,1,1200,1,0
2896,64712,53,32542,53,allow,181,98,83,2,31,1,1
2897,123,123,4169,123,allow,184,94,90,2,31,1,1
2898,57144,53,3454,53,allow,172,88,84,2,31,1,1
2899,54998,53,2972,53,allow,196,100,96,2,31,1,1
2900,50375,1,0,0,allow,74,74,0,1,91,1,0
2901,56603,53,10898,53,allow,174,89,85,2,31,1,1
2902,53124,443,9153,443,allow,64407,55712,8695,92,364,58,34
2905,4162,21532,0,0,deny,146,146,0,1,0,1,0
2906,52128,37807,0,0,deny,66,66,0,1,0,1,0
2907,50367,445,0,0,deny,66,66,0,1,0,1,0
2909,50264,445,0,0,deny,70,70,0,1,0,1,0
2910,65228,53,0,0,deny,88,88,0,1,0,1,0
2911,62208,37965,0,0,deny,66,66,0,1,0,1,0
2914,50259,445,0,0,deny,70,70,0,1,0,1,0
2915,55725,14704,2998,14704,allow,70,70,0,2,8,2,0
2916,35422,443,43455,443,allow,154,94,60,2,5,1,1
2917,9487,443,35248,443,allow,5179,2934,2245,25,32,13,12
2918,53496,443,54389,443,allow,3155,2234,921,15,16,8,7
2919,58481,15503,0,0,deny,146,146,0,1,0,1,0
2920,54955,445,0,0,deny,70,70,0,1,0,1,0
2921,54957,445,0,0,deny,70,70,0,1,0,1,0
2922,54956,445,0,0,deny,70,70,0,1,0,1,0
2923,1025,50584,0,0,deny,62,62,0,1,0,1,0
2924,50350,445,0,0,deny,66,66,0,1,0,1,0
2925,50357,445,0,0,deny,66,66,0,1,0,1,0
2926,50352,445,0,0,deny,66,66,0,1,0,1,0
2927,50356,445,0,0,deny,66,66,0,1,0,1,0
2928,50354,445,0,0,deny,66,66,0,1,0,1,0
2929,50358,445,0,0,deny,66,66,0,1,0,1,0
2930,50353,445,0,0,deny,66,66,0,1,0,1,0
2931,50351,445,0,0,deny,66,66,0,1,0,1,0
2932,443,4512,0,0,deny,60,60,0,1,0,1,0
2935,5685,35440,0,0,deny,66,66,0,1,0,1,0
2936,29742,50584,0,0,deny,62,62,0,1,0,1,0
2937,63627,26296,0,0,deny,159,159,0,1,0,1,0
2938,19427,23,0,0,deny,60,60,0,1,0,1,0
2939,49607,25174,0,0,deny,62,62,0,1,0,1,0
2940,3456,11392,0,0,deny,66,66,0,1,0,1,0
2941,54951,445,0,0,deny,70,70,0,1,0,1,0
2942,54947,445,0,0,deny,70,70,0,1,0,1,0
2943,54942,445,0,0,deny,70,70,0,1,0,1,0
2944,54940,445,0,0,deny,70,70,0,1,0,1,0
2945,51993,25174,0,0,deny,62,62,0,1,0,1,0
2946,50246,445,0,0,deny,70,70,0,1,0,1,0
2947,37609,15503,0,0,deny,146,146,0,1,0,1,0
2948,14656,36237,0,0,deny,62,62,0,1,0,1,0
2949,50337,445,0,0,deny,66,66,0,1,0,1,0
2950,50338,445,0,0,deny,66,66,0,1,0,1,0
2951,50335,445,0,0,deny,66,66,0,1,0,1,0
2952,61273,25174,0,0,deny,146,146,0,1,0,1,0
2953,50243,445,0,0,deny,70,70,0,1,0,1,0
2954,6892,36949,0,0,deny,159,159,0,1,0,1,0
2956,56039,50584,0,0,deny,66,66,0,1,0,1,0
2957,58357,62413,0,0,deny,146,146,0,1,0,1,0
2958,54936,445,0,0,deny,70,70,0,1,0,1,0
2959,57236,53733,0,0,deny,62,62,0,1,0,1,0
2960,54934,445,0,0,deny,70,70,0,1,0,1,0
2961,54930,445,0,0,deny,70,70,0,1,0,1,0
2962,54926,445,0,0,deny,70,70,0,1,0,1,0
2966,50238,445,0,0,deny,70,70,0,1,0,1,0
2967,58873,443,27496,443,allow,1855088,42017,1813071,1821,49,531,1290
2968,49323,53,12095,53,allow,790,110,680,2,30,1,1
2969,56652,53,23903,53,allow,821,102,719,2,30,1,1
2970,64941,53,8617,53,allow,199,102,97,2,30,1,1
2971,64797,53,56821,53,allow,183,94,89,2,30,1,1
2972,49742,53,44369,53,allow,199,94,105,2,30,1,1
2973,64763,53,53321,53,allow,214,110,104,2,30,1,1
2974,56526,443,31407,443,allow,5082,973,4109,18,60,9,9
2975,49247,80,49247,80,allow,378,180,198,7,53,4,3
2976,64075,1026,24378,1026,allow,70,70,0,1,4,1,0
2977,55893,53,24260,53,allow,267,94,173,4,55,2,2
2978,55318,53,26417,53,allow,167,86,81,2,29,1,1
2979,55465,443,38707,443,allow,12399,3942,8457,83,615,42,41
2980,63433,443,29608,443,allow,1950,1231,719,20,15,12,8
2981,51433,80,51433,80,allow,12796,1635,11161,21,15,8,13
2982,56525,443,34500,443,allow,5022,973,4049,17,60,9,8
2983,65234,53,35438,53,allow,193,102,91,2,30,1,1
2984,38714,443,54689,443,allow,90043,3609,86434,97,15,33,64
2985,50080,443,5025,443,allow,15595,3264,12331,26,35,14,12
2986,49272,53,2689,53,allow,198,102,96,2,29,1,1
2987,53960,61038,13704,61038,allow,552,306,246,9,14,5,4
2988,53985,26515,51989,26515,allow,70,70,0,2,7,2,0
2989,57431,53,12541,53,allow,181,94,87,2,29,1,1
2990,46719,443,39379,443,allow,7261,3272,3989,22,45,13,9
2991,52227,27904,24192,27904,allow,316,136,180,6,9,3,3
2992,56971,53,24481,53,allow,195,102,93,2,30,1,1
2993,53983,40500,52248,40500,allow,70,70,0,2,7,2,0
2994,52205,24416,50314,24416,allow,136,136,0,3,13,3,0
2995,49714,53,19961,53,allow,490,101,389,4,45,2,2
2996,58785,53,54759,53,allow,211,86,125,2,30,1,1
2997,50332,53,15195,53,allow,193,102,91,2,29,1,1
2998,49402,53,62978,53,allow,214,110,104,2,30,1,1
2999,52200,42430,15926,42430,allow,66,66,0,2,10,2,0
3000,57631,443,64255,443,allow,154,94,60,2,5,1,1
3001,53273,443,62514,443,allow,17169,6566,10603,52,37,24,28
3002,43829,443,59022,443,allow,368,160,208,6,33,3,3
3003,50544,53,6922,53,allow,193,102,91,2,30,1,1
3004,57269,53,63044,53,allow,183,94,89,2,30,1,1
3005,49480,53,47457,53,allow,184,94,90,2,30,1,1
3006,64750,53,43856,53,allow,193,102,91,2,30,1,1
3007,49003,53,49003,53,allow,262,106,156,2,32,1,1
3008,56750,80,10595,80,allow,194,128,66,4,25,3,1
3009,65294,53,7465,53,allow,184,102,82,2,30,1,1
3010,44724,443,7111,443,allow,4383,2829,1554,27,80,14,13
3011,55049,443,10286,443,allow,12851,3808,9043,30,61,16,14
3012,9463,443,40374,443,allow,8952,5576,3376,35,38,21,14
3013,39915,443,9924,443,allow,15058,8409,6649,40,271,21,19
3014,50544,53,48893,53,allow,816,102,714,2,30,1,1
3015,42947,53,42947,53,allow,260,106,154,2,33,1,1
3016,64640,53,17711,53,allow,249,94,155,2,30,1,1
3017,37653,5223,53311,5223,allow,70,70,0,1,5,1,0
3018,55726,32463,13679,32463,allow,70,70,0,2,8,2,0
3019,52050,80,59091,80,allow,20868,10484,10384,34,32,17,17
3020,65389,53,2887,53,allow,215,102,113,2,30,1,1
3021,9334,443,58101,443,allow,674,128,546,12,46,3,9
3022,51506,443,39609,443,allow,4869,699,4170,14,15,8,6
3023,56652,53,12784,53,allow,198,102,96,2,30,1,1
3024,55053,443,38835,443,allow,23234,3906,19328,40,61,19,21
3025,65294,53,37568,53,allow,168,86,82,2,30,1,1
3026,64268,53,55887,53,allow,679,179,500,6,69,3,3
3027,65461,53,60419,53,allow,226,94,132,2,30,1,1
3028,56688,53,20462,53,allow,196,102,94,2,30,1,1
3029,64685,53,55702,53,allow,193,102,91,2,30,1,1
3030,55490,443,55467,443,allow,3080,1018,2062,10,120,5,5
3031,50241,53,51739,53,allow,184,102,82,2,30,1,1
3032,52204,36387,46788,36387,allow,136,136,0,3,13,3,0
3033,51995,443,36323,443,allow,9966,5049,4917,41,15,25,16
3034,51121,443,8150,443,allow,5553,2844,2709,21,30,11,10
3035,57134,53,41374,53,allow,195,102,93,2,30,1,1
3036,55478,53,55747,53,allow,177,94,83,2,30,1,1
3037,55072,53,59629,53,allow,177,94,83,2,30,1,1
3038,19573,53,49198,53,allow,183,78,105,2,30,1,1
3039,49480,53,12824,53,allow,184,94,90,2,30,1,1
3040,57436,53,46375,53,allow,183,94,89,2,30,1,1
3041,55958,53,32998,53,allow,177,94,83,2,30,1,1
3042,64128,53,26433,53,allow,193,102,91,2,30,1,1
3043,57436,53,1607,53,allow,183,94,89,2,30,1,1
3044,49402,53,18505,53,allow,214,110,104,2,30,1,1
3045,57063,53,34748,53,allow,177,94,83,2,30,1,1
3046,52202,64241,19062,64241,allow,250,66,184,4,9,2,2
3047,52195,50930,54222,50930,allow,70,70,0,1,5,1,0
3048,57512,443,32314,443,allow,4265,2639,1626,34,31,16,18
3049,9464,443,61543,443,allow,9340,5582,3758,36,38,21,15
3050,9477,443,41654,443,allow,7461,1448,6013,22,35,11,11
3051,52930,443,25439,443,allow,4596,1029,3567,15,26,9,6
3052,49701,53,45217,53,allow,523,92,431,4,48,2,2
3053,55050,443,4346,443,allow,7372,2875,4497,23,61,13,10
3054,55958,53,17152,53,allow,177,94,83,2,30,1,1
3055,58306,443,35402,443,allow,5995,3536,2459,31,20,17,14
3056,52432,443,37828,443,allow,330,190,140,6,15,4,2
3057,36433,80,4245,80,allow,1585,863,722,12,15,6,6
3058,49237,8080,49237,8080,allow,4451,1329,3122,13,53,7,6
3059,55062,53,27959,53,allow,194,94,100,2,31,1,1
3060,57574,443,57574,443,allow,164451,18310,146141,163,175,52,111
3061,50425,443,27749,443,allow,4600,667,3933,14,17,7,7
3062,39550,80,36745,80,allow,1598,731,867,17,362,8,9
3063,56747,80,7383,80,allow,194,128,66,4,25,3,1
3064,53953,34661,36111,34661,allow,552,306,246,9,15,5,4
3065,56748,80,43315,80,allow,194,128,66,4,25,3,1
3066,53986,54070,21018,54070,allow,70,70,0,2,7,2,0
3067,50420,443,27192,443,allow,648,210,438,10,27,4,6
3068,49236,8080,49236,8080,allow,4458,1336,3122,13,53,7,6
3069,49246,80,49246,80,allow,378,180,198,7,53,4,3
3070,52241,51717,30281,51717,allow,70,70,0,2,5,2,0
3071,49241,8080,49241,8080,allow,12477,3635,8842,23,55,13,10
3072,55893,53,45153,53,allow,267,94,173,4,56,2,2
3073,52239,1172,16970,1172,allow,256,136,120,5,5,3,2
3074,56204,53,64652,53,allow,168,86,82,2,29,1,1
3075,64093,64828,28561,64828,allow,66,66,0,2,7,2,0
3076,3470,53,3470,53,allow,217,82,135,2,32,1,1
3077,56822,53,57328,53,allow,184,94,90,2,29,1,1
3078,52160,443,26040,443,allow,956,420,536,15,26,7,8
3079,53982,24226,50334,24226,allow,70,70,0,2,7,2,0
3080,55107,53,60741,53,allow,184,94,90,2,29,1,1
3081,52198,12727,50505,12727,allow,66,66,0,2,10,2,0
3082,55724,45682,40719,45682,allow,70,70,0,2,8,2,0
3083,65070,53,12563,53,allow,198,102,96,2,30,1,1
3084,64044,21989,15782,21989,allow,816,508,308,12,27,7,5
3085,53987,16571,41017,16571,allow,70,70,0,2,7,2,0
3086,52398,443,30861,443,allow,323437,18923,304514,544,252,276,268
3087,58755,53,43262,53,allow,277,102,175,2,30,1,1
3088,64815,53,31191,53,allow,214,110,104,2,30,1,1
3089,52199,35549,28334,35549,allow,66,66,0,2,10,2,0
3090,56765,53,25229,53,allow,194,102,92,2,29,1,1
3091,59897,443,39118,443,allow,9919,4495,5424,53,118,30,23
3092,55088,53,51001,53,allow,177,94,83,2,29,1,1
3093,52931,443,64191,443,allow,416,210,206,7,26,4,3
